#	X	Y	Z
1066	17	26	6	15
1067	11	12	7	8
1068	11	13	7	9
1069	14	19	7	12
1070	15	21	7	13
1071	18	27	7	16
1072	12	13	8	9
1073	12	14	8	10
1074	15	20	8	13
1075	16	22	8	14
1076	19	28	8	17
1077	13	14	9	10
1078	13	15	9	11
1079	16	21	9	14
1080	17	23	9	15
1081	20	29	9	18
1082	14	15	10	11
1083	14	16	10	12
1084	17	22	10	15
1085	18	24	10	16
1086	21	30	10	19
1087	15	16	11	12
1088	15	17	11	13
1089	18	23	11	16
1090	19	25	11	17
1091	22	31	11	20
1092	16	17	12	13
1093	16	18	12	14
1094	19	24	12	17
1095	20	26	12	18
1096	23	32	12	21
1097	17	18	13	14
1098	17	19	13	15
1099	20	25	13	18
1100	21	27	13	19
1101	24	33	13	22
1102	18	19	14	15
1103	18	20	14	16
1104	21	26	14	19
1105	22	28	14	20
1106	25	34	14	23
1107	19	20	15	16
1108	19	21	15	17
1109	22	27	15	20
1110	23	29	15	21
1111	26	35	15	24
1112	20	21	16	17
1113	20	22	16	18
1114	23	28	16	21
1115	24	30	16	22
1116	27	36	16	25
1117	21	22	17	18
1118	21	23	17	19
1119	24	29	17	22
1120	25	31	17	23
1121	28	37	17	26
1122	22	23	18	19
1123	22	24	18	20
1124	25	30	18	23
1125	26	32	18	24
1126	29	38	18	27
1127	23	24	19	20
1128	23	25	19	21
1129	26	31	19	24
1130	27	33	19	25
1131	30	39	19	28
1132	24	25	20	21
1133	24	26	20	22
1134	27	32	20	25
1135	28	34	20	26
1136	31	40	20	29
1137	25	26	21	22
1138	25	27	21	23
1139	28	33	21	26
1140	29	35	21	27
1141	32	41	21	30
1142	26	27	22	23
1143	26	28	22	24
1144	29	34	22	27
1145	30	36	22	28
1146	33	42	22	31
1147	27	28	23	24
1148	27	29	23	25
1149	30	35	23	28
1150	31	37	23	29
1151	34	43	23	32
1152	28	29	24	25
1153	28	30	24	26
1154	31	36	24	29
1155	32	38	24	30
1156	35	44	24	33
1157	29	30	25	26
1158	29	31	25	27
1159	32	37	25	30
1160	33	39	25	31
1161	36	45	25	34
1162	30	31	26	27
1163	30	32	26	28
1164	33	38	26	31
1165	34	40	26	32
1166	37	46	26	35
1167	31	32	27	28
1168	31	33	27	29
1169	34	39	27	32
1170	35	41	27	33
1171	38	47	27	36
1172	32	33	28	29
1173	32	34	28	30
1174	35	40	28	33
1175	36	42	28	34
1176	39	48	28	37
1177	33	34	29	30
1178	33	35	29	31
1179	36	41	29	34
1180	37	43	29	35
1181	32	33	30	31
1182	33	35	30	32
1183	35	38	30	33
1184	37	43	30	36
1185	39	46	30	37
1186	34	35	31	32
1187	36	35	31	33
1188	37	41	31	35
1189	44	39	31	37
1190	34	35	32	33
1191	35	37	32	34
1192	37	40	32	35
1193	39	45	32	38
1194	41	48	32	39
1195	37	38	33	34
1196	37	39	33	35
1197	40	45	33	38
1198	41	47	33	39
1199	38	39	34	35
1200	38	40	34	36
1201	41	46	34	39
1202	42	48	34	40
1203	39	40	35	36
1204	39	41	35	37
1205	42	47	35	40
1206	39	40	36	37
1207	41	40	36	38
1208	42	46	36	40
1209	41	42	37	38
